x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.7014520764350891,0.7421998977661133,0.7535150647163391,0.647722065448761,0.742882251739502,0.5518192648887634,0.688010036945343,0.479259729385376,0.6551800966262817,0.4157215654850006,0.6360055804252625,0.5218147039413452,0.5364381074905396,0.4365336298942566,0.47542357444763184,0.3893463611602783,0.42725658416748047,0.3529800772666931,0.5837235450744629,0.5640232563018799,0.4826202392578125,0.4648301899433136,0.41689369082450867,0.40277349948883057,0.368064284324646,0.3569979667663574,0.5443774461746216,0.6098244786262512,0.45459824800491333,0.5174544453620911,0.3989933729171753,0.45809057354927063,0.35734105110168457,0.41153234243392944,0.5156633257865906,0.6570554971694946,0.44952666759490967,0.5812123417854309,0.40976279973983765,0.5357921719551086,0.37658828496932983,0.49487361311912537,TerimaKasih
0.7166469097137451,0.7811357975006104,0.7715051770210266,0.6829349994659424,0.7600936889648438,0.5872830748558044,0.7038013339042664,0.5107173323631287,0.6726306080818176,0.44295284152030945,0.6486765146255493,0.5548856258392334,0.5459511876106262,0.46324655413627625,0.4864939749240875,0.4164709746837616,0.44112682342529297,0.38234391808509827,0.5928001403808594,0.5983263254165649,0.4900132715702057,0.4915804862976074,0.42642056941986084,0.43180277943611145,0.38093265891075134,0.3892674446105957,0.5532102584838867,0.6430633068084717,0.4643149971961975,0.5437930822372437,0.4094083607196808,0.4817744493484497,0.36860746145248413,0.43550753593444824,0.5268285274505615,0.6854678392410278,0.4631310999393463,0.6026746034622192,0.42497244477272034,0.5543309450149536,0.39372509717941284,0.5127025842666626,TerimaKasih
0.7436453104019165,0.7728208303451538,0.7975564002990723,0.6739612817764282,0.7844362854957581,0.5805127024650574,0.7175662517547607,0.5143405199050903,0.665657639503479,0.45453140139579773,0.66599041223526,0.5555014610290527,0.5630070567131042,0.4717200994491577,0.5009580254554749,0.4274662137031555,0.45109280943870544,0.39361247420310974,0.6111403107643127,0.6002428531646729,0.5062752366065979,0.5012966394424438,0.4378814101219177,0.4446898102760315,0.3868027627468109,0.4031771123409271,0.572986900806427,0.6459308862686157,0.4798736572265625,0.5540938377380371,0.42117923498153687,0.49552151560783386,0.3782556354999542,0.45190972089767456,0.5488446950912476,0.6894474029541016,0.481129914522171,0.6137036681175232,0.4391275644302368,0.5681519508361816,0.4052414298057556,0.5289976596832275,TerimaKasih
0.7166512608528137,0.768936276435852,0.7696782350540161,0.6689562797546387,0.7664905190467834,0.5717648267745972,0.7253848910331726,0.4847627282142639,0.7067114114761353,0.41177064180374146,0.6459300518035889,0.5408895015716553,0.5397499799728394,0.44833868741989136,0.47740256786346436,0.39938628673553467,0.42954567074775696,0.362434983253479,0.5879647731781006,0.5846810340881348,0.48014146089553833,0.4810054302215576,0.4143708050251007,0.4185405969619751,0.36554718017578125,0.3700163662433624,0.5464265942573547,0.6296061873435974,0.4545772075653076,0.5327574014663696,0.39736300706863403,0.47288399934768677,0.35446280241012573,0.426184743642807,0.5186666250228882,0.6710899472236633,0.4513930678367615,0.5908997654914856,0.41204747557640076,0.544049859046936,0.3795127868652344,0.502600908279419,TerimaKasih
0.7330607175827026,0.7974597811698914,0.7890298962593079,0.698070764541626,0.7857027053833008,0.6023172736167908,0.7467284202575684,0.5183344483375549,0.733117401599884,0.44574809074401855,0.6674471497535706,0.5709952712059021,0.5647518634796143,0.47609931230545044,0.504919707775116,0.4263700246810913,0.4574131965637207,0.38835734128952026,0.611112117767334,0.6129130125045776,0.511192798614502,0.5034940838813782,0.4476182460784912,0.4391271471977234,0.3998527526855469,0.39157503843307495,0.5700213313102722,0.6577961444854736,0.4840325713157654,0.5558992028236389,0.42928215861320496,0.4910379946231842,0.38751715421676636,0.44154131412506104,0.5409915447235107,0.7006335258483887,0.4762989282608032,0.616064190864563,0.43813154101371765,0.5661365985870361,0.40580296516418457,0.5225346088409424,TerimaKasih
0.7114182114601135,0.7940488457679749,0.7652773261070251,0.691042423248291,0.7569136023521423,0.5944621562957764,0.7057304382324219,0.5155948996543884,0.6872292757034302,0.4449010491371155,0.6408474445343018,0.5668113231658936,0.53517085313797,0.4739041328430176,0.47427570819854736,0.42531198263168335,0.42796066403388977,0.3897789418697357,0.5831709504127502,0.6097780466079712,0.4811152219772339,0.5023601055145264,0.4178802967071533,0.4425700306892395,0.37260061502456665,0.39980581402778625,0.5424857139587402,0.6540622115135193,0.4540412425994873,0.5530157089233398,0.39932993054389954,0.49199455976486206,0.35863104462623596,0.4465494751930237,0.5155536532402039,0.6964133977890015,0.45106276869773865,0.6139821410179138,0.4123520255088806,0.5653632283210754,0.38098323345184326,0.5237929224967957,TerimaKasih
0.6966766119003296,0.7823922038078308,0.7578056454658508,0.6853200197219849,0.7534687519073486,0.5888215899467468,0.705018937587738,0.5095116496086121,0.6814988255500793,0.4394603967666626,0.6393206119537354,0.5563029646873474,0.5379927158355713,0.4590033292770386,0.4789838194847107,0.4078742265701294,0.43330568075180054,0.3696139454841614,0.5805984139442444,0.5983820557594299,0.4828578531742096,0.48694300651550293,0.4214949607849121,0.4227142930030823,0.37632524967193604,0.37589573860168457,0.5379323959350586,0.6425490379333496,0.4537162780761719,0.539015531539917,0.40082865953445435,0.4752539396286011,0.3604033291339874,0.4274805784225464,0.5085680484771729,0.6853353977203369,0.4466668963432312,0.6021433472633362,0.4082110524177551,0.5526154041290283,0.375746488571167,0.5095764994621277,TerimaKasih
0.6612193584442139,0.7586321234703064,0.7242149114608765,0.6672935485839844,0.7214271426200867,0.5707902908325195,0.6725454926490784,0.48920175433158875,0.6493200063705444,0.41421714425086975,0.6016334295272827,0.5344876646995544,0.5062355399131775,0.4367671012878418,0.44649195671081543,0.38348448276519775,0.3996576964855194,0.34376823902130127,0.5440822839736938,0.5744113922119141,0.4487511217594147,0.4641830325126648,0.3872244358062744,0.39672794938087463,0.3414534330368042,0.34682101011276245,0.5010562539100647,0.6179757118225098,0.4138143062591553,0.5160239338874817,0.361586332321167,0.45048829913139343,0.3229897618293762,0.3989593982696533,0.46973133087158203,0.6622670888900757,0.4008183479309082,0.5863953232765198,0.36006760597229004,0.5391647219657898,0.32631874084472656,0.4958593547344208,TerimaKasih
0.6723463535308838,0.7581252455711365,0.733883261680603,0.6608439683914185,0.7270804643630981,0.5651006102561951,0.6729773283004761,0.48688989877700806,0.6415872573852539,0.4162820279598236,0.6145182251930237,0.5314387679100037,0.511475145816803,0.43225541710853577,0.45219120383262634,0.37834683060646057,0.4057454764842987,0.3373022973537445,0.5575172305107117,0.5725058913230896,0.4558805227279663,0.4595637917518616,0.39187976717948914,0.39309436082839966,0.3457649052143097,0.34514468908309937,0.5161027312278748,0.6161875128746033,0.4257820248603821,0.5145127177238464,0.37072181701660156,0.4497146010398865,0.33075058460235596,0.40121573209762573,0.4881404638290405,0.6586385369300842,0.4200248122215271,0.5761293768882751,0.37997573614120483,0.5258345007896423,0.3469507694244385,0.48133501410484314,TerimaKasih
0.7154644131660461,0.7600032091140747,0.7765656113624573,0.6651098132133484,0.7715804576873779,0.5697379112243652,0.7187496423721313,0.48997312784194946,0.6900350451469421,0.4177471399307251,0.6592470407485962,0.5375236868858337,0.5596878528594971,0.43766292929649353,0.49990519881248474,0.38412389159202576,0.4525589942932129,0.3429732918739319,0.6013510227203369,0.5776537656784058,0.5031282901763916,0.46344882249832153,0.44106027483940125,0.3956391215324402,0.39531439542770386,0.3453196883201599,0.5588496327400208,0.6200253367424011,0.47188442945480347,0.5150182247161865,0.4185357093811035,0.4468756318092346,0.37861955165863037,0.39401108026504517,0.5286917686462402,0.6613176465034485,0.46300676465034485,0.5756371021270752,0.42493772506713867,0.5219413638114929,0.3940240144729614,0.474072128534317,TerimaKasih
